seed,model,final_A_TF,final_R_ethical,final_W_conf,final_H_self,final_capture_resistance,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,external_capture_rate,epistemic_error_rate,normative_error_rate,independent_success_rate
12037,punitive_v254_style,0.6106489542730736,0.5,0.58,0.8930000000000001,0.95,0.5006666666666667,0.5148833467417538,0.08416500000000109,0.3926206244087039,0.049,0.211,0.2823333333333333
12037,protected_thirdfactor,0.95,0.9297,0.58,0.1,0.95,0.5613333333333334,0.5510046367851623,0.15890333333332934,0.30980392156862746,0.062,0.151,0.32166666666666666
12037,protected_plus_error_attribution,0.95,0.9356,0.5976759789017598,0.1,0.95,0.5366666666666666,0.5459985041136873,0.11640166666666585,0.337573385518591,0.07033333333333333,0.16133333333333333,0.314
12038,static_no_update,0.24,0.55,0.58,0.66,0.3,0.515,0.4972889233152595,0.06727166666666784,0.31287128712871287,0.058333333333333334,0.19133333333333333,0.29133333333333333
12038,punitive_v254_style,0.8564231351773928,0.5,0.58,0.9,0.944,0.5033333333333333,0.5053435114503817,0.0560500000000014,0.36693548387096775,0.05333333333333334,0.204,0.29333333333333333
12038,protected_thirdfactor,0.95,0.9279999999999999,0.58,0.1,0.95,0.5573333333333333,0.5697503671071953,0.1507766666666638,0.30039525691699603,0.06366666666666666,0.152,0.3373333333333333
12038,protected_plus_error_attribution,0.95,0.94,0.615737401367757,0.10560000000000001,0.95,0.537,0.519644180874722,0.08926166666666503,0.32093933463796476,0.067,0.17366666666666666,0.317
12039,static_no_update,0.24,0.55,0.58,0.66,0.3,0.511,0.507647487254188,0.04431500000000061,0.3551491819056785,0.06333333333333334,0.18266666666666667,0.30233333333333334
12039,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.4206666666666667,0.42032332563510394,-0.08150833333333334,0.7365384615384616,0.09466666666666666,0.18733333333333332,0.003
12039,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5576666666666666,0.5744360902255639,0.16481666666666225,0.3279158699808795,0.07066666666666667,0.15733333333333333,0.32766666666666666
12039,protected_plus_error_attribution,0.95,0.9312,0.6560153663372664,0.1039,0.95,0.5473333333333333,0.5448480355819125,0.12226166666666514,0.3021653543307087,0.071,0.15866666666666668,0.31766666666666665
12040,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5136666666666667,0.5086792452830189,0.06420833333333441,0.3543078412391094,0.056666666666666664,0.19233333333333333,0.29633333333333334
12040,punitive_v254_style,0.1,0.5006,0.58,0.8930000000000001,0.1,0.423,0.41015921152388174,-0.09627333333333334,0.7165200391006843,0.09833333333333333,0.20466666666666666,0.012666666666666666
12040,protected_thirdfactor,0.95,0.9354,0.58,0.1,0.95,0.5443333333333333,0.559115179252479,0.14370499999999736,0.34413727359389895,0.06466666666666666,0.156,0.321
12040,protected_plus_error_attribution,0.95,0.94,0.6734461676873165,0.1,0.95,0.5483333333333333,0.5527086383601757,0.1250633333333326,0.296794208893485,0.07566666666666666,0.15133333333333332,0.32133333333333336
12041,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5116666666666667,0.5062208398133748,0.07333000000000117,0.3568665377176016,0.06433333333333334,0.171,0.2896666666666667
12041,punitive_v254_style,0.9294325518936981,0.5055219989354771,0.58,0.8875000000000004,0.95,0.49966666666666665,0.49690880989180836,0.050570000000000975,0.37590113285272914,0.05333333333333334,0.20166666666666666,0.2803333333333333
12041,protected_thirdfactor,0.95,0.9273000000000002,0.58,0.10600000000000001,0.95,0.5443333333333333,0.5450416351249053,0.1282549999999975,0.33600802407221664,0.066,0.16533333333333333,0.31233333333333335
12041,protected_plus_error_attribution,0.95,0.9224000000000001,0.6527361056502592,0.1,0.95,0.561,0.5588932806324111,0.17424166666666363,0.3291384317521781,0.06366666666666666,0.165,0.31566666666666665
12042,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5073333333333333,0.5118858954041204,0.08194333333333466,0.35294117647058826,0.055,0.19633333333333333,0.2846666666666667
12042,punitive_v254_style,0.939,0.5,0.58,0.8820000000000007,0.947,0.507,0.5034856700232379,0.06460500000000124,0.37209302325581395,0.06,0.20633333333333334,0.286
12042,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95,0.5496666666666666,0.5415730337078651,0.12609166666666521,0.34769539078156314,0.06733333333333333,0.16566666666666666,0.308
12042,protected_plus_error_attribution,0.95,0.94,0.6465297719756313,0.1,0.95,0.5653333333333334,0.568081991215227,0.15606333333332884,0.3268698060941828,0.072,0.152,0.337
12043,static_no_update,0.24,0.55,0.58,0.66,0.3,0.512,0.5184349134687735,0.06982833333333456,0.33783783783783783,0.053,0.19733333333333333,0.29433333333333334
12043,punitive_v254_style,0.9347021527014819,0.5055718117457632,0.58,0.8840000000000005,0.95,0.5046666666666667,0.49576868829337095,0.011456666666667515,0.3460764587525151,0.058333333333333334,0.199,0.30033333333333334
12043,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5373333333333333,0.5438335809806835,0.11229666666666333,0.3389494549058474,0.078,0.15833333333333333,0.31733333333333336
12043,protected_plus_error_attribution,0.95,0.94,0.670415282048357,0.1039,0.95,0.5683333333333334,0.575689783743475,0.17335499999999573,0.3155291790306627,0.06666666666666667,0.15833333333333333,0.335
12044,static_no_update,0.24,0.55,0.58,0.66,0.3,0.498,0.4977168949771689,0.04267000000000081,0.3722488038277512,0.058,0.21,0.2906666666666667
12044,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.41633333333333333,0.41008276899924756,-0.106625,0.7328699106256207,0.08966666666666667,0.205,0.004666666666666667
12044,protected_thirdfactor,0.95,0.9337,0.58,0.10600000000000001,0.95,0.5773333333333334,0.5866261398176292,0.19931333333333132,0.3153241650294695,0.06466666666666666,0.152,0.3343333333333333
12044,protected_plus_error_attribution,0.95,0.9347000000000001,0.5981234901882443,0.1,0.95,0.544,0.5516981132075471,0.13254166666666495,0.3408203125,0.07633333333333334,0.15666666666666668,0.31166666666666665
12045,static_no_update,0.24,0.55,0.58,0.66,0.3,0.499,0.5038759689922481,0.05728333333333465,0.34002006018054165,0.06466666666666666,0.19433333333333333,0.29033333333333333
12045,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.43633333333333335,0.43863636363636366,-0.05774833333333333,0.7051406401551892,0.10366666666666667,0.196,0.001
12045,protected_thirdfactor,0.95,0.9154,0.58,0.11200000000000002,0.95,0.526,0.5323308270676692,0.09581666666666641,0.3383383383383383,0.077,0.17433333333333334,0.302
12045,protected_plus_error_attribution,0.95,0.9378,0.5593121577446182,0.1,0.95,0.5456666666666666,0.5508406725380304,0.15709499999999701,0.3117254528122021,0.06766666666666667,0.163,0.30533333333333335
12046,static_no_update,0.24,0.55,0.58,0.66,0.3,0.501,0.5044709388971684,0.04201000000000101,0.34896810506566606,0.05633333333333333,0.196,0.2966666666666667
12046,punitive_v254_style,0.95,0.5,0.58,0.8845000000000007,0.95,0.49666666666666665,0.493730407523511,0.051113333333334336,0.36472945891783565,0.059666666666666666,0.20033333333333334,0.2783333333333333
12046,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.1,0.95,0.564,0.5843137254901961,0.1957916666666645,0.3079960513326752,0.07,0.146,0.3313333333333333
12046,protected_plus_error_attribution,0.95,0.94,0.6545337217771063,0.1,0.95,0.5473333333333333,0.5631293570875291,0.15627166666666267,0.33783783783783783,0.06366666666666666,0.169,0.31333333333333335
12047,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5063333333333333,0.49764890282131663,0.0641133333333344,0.34707574304889743,0.06166666666666667,0.18966666666666668,0.2866666666666667
12047,punitive_v254_style,0.9081317705926641,0.5,0.58,0.8960000000000005,0.944,0.48233333333333334,0.46986089644513135,0.009903333333334026,0.3649851632047478,0.05633333333333333,0.20633333333333334,0.272
12047,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5443333333333333,0.5269679300291545,0.09566000000000008,0.3119447186574531,0.07333333333333333,0.16166666666666665,0.31433333333333335
12047,protected_plus_error_attribution,0.95,0.9369000000000001,0.6684497800819573,0.1,0.95,0.5623333333333334,0.5602503912363067,0.17275666666666445,0.3188405797101449,0.07533333333333334,0.15533333333333332,0.31766666666666665
12048,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5126666666666667,0.5149031296572281,0.06301000000000093,0.353440150801131,0.059333333333333335,0.18966666666666668,0.303
12048,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.43433333333333335,0.41403238242097146,-0.07241500000000001,0.7101010101010101,0.086,0.192,0.0013333333333333333
12048,protected_thirdfactor,0.95,0.94,0.58,0.10600000000000001,0.95,0.5436666666666666,0.5527131782945737,0.14394999999999702,0.3153241650294695,0.07266666666666667,0.15566666666666668,0.31333333333333335
12048,protected_plus_error_attribution,0.95,0.9378,0.6151870566153668,0.1,0.95,0.5483333333333333,0.5490774907749078,0.12519166666666465,0.3090727816550349,0.082,0.162,0.318
12049,static_no_update,0.24,0.55,0.58,0.66,0.3,0.494,0.49194167306216424,0.03746500000000071,0.35864135864135865,0.06766666666666667,0.196,0.275
12049,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.42233333333333334,0.43412033511043413,-0.07302333333333333,0.741871921182266,0.10333333333333333,0.18966666666666668,0.0003333333333333333
12049,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5646666666666667,0.5539513677811551,0.15797999999999676,0.29865125240847784,0.064,0.16733333333333333,0.32466666666666666
12049,protected_plus_error_attribution,0.95,0.94,0.5881403934858865,0.1078,0.95,0.5266666666666666,0.5353846153846153,0.10883333333333185,0.33844678811121764,0.08033333333333334,0.162,0.307
12050,static_no_update,0.24,0.55,0.58,0.66,0.3,0.51,0.5083333333333333,0.06193333333333425,0.3668292682926829,0.059333333333333335,0.19533333333333333,0.3006666666666667
12050,punitive_v254_style,0.7827242292395018,0.5,0.58,0.8875000000000004,0.95,0.5026666666666667,0.5151057401812689,0.059220000000001306,0.39387956564659427,0.05633333333333333,0.20366666666666666,0.282
12050,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5463333333333333,0.5323308270676692,0.11614999999999817,0.3316782522343595,0.06733333333333333,0.15466666666666667,0.30866666666666664
12050,protected_plus_error_attribution,0.95,0.9378,0.6149008399308278,0.1,0.95,0.5386666666666666,0.5412213740458015,0.1227166666666651,0.34332688588007737,0.06666666666666667,0.16633333333333333,0.30733333333333335
12051,static_no_update,0.24,0.55,0.58,0.66,0.3,0.52,0.5208034433285509,0.05840333333333465,0.34443387250237867,0.057666666666666665,0.18266666666666667,0.31033333333333335
12051,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.421,0.41544401544401544,-0.08374833333333334,0.6994328922495274,0.09833333333333333,0.203,0.001
12051,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.585,0.5891768292682927,0.2103599999999989,0.28780487804878047,0.069,0.15266666666666667,0.337
12051,protected_plus_error_attribution,0.95,0.94,0.7063244185157881,0.1,0.95,0.5533333333333333,0.5509118541033434,0.14397999999999714,0.29554655870445345,0.06466666666666666,0.176,0.31933333333333336
12052,static_no_update,0.24,0.55,0.58,0.66,0.3,0.517,0.5218680504077094,0.07126166666666782,0.33495145631067963,0.064,0.17633333333333334,0.304
12052,punitive_v254_style,0.949,0.5,0.58,0.9,0.95,0.48966666666666664,0.48942598187311176,0.023553333333334543,0.35544041450777203,0.05466666666666667,0.213,0.2853333333333333
12052,protected_thirdfactor,0.95,0.9297,0.58,0.1,0.95,0.5526666666666666,0.5432098765432098,0.14287999999999665,0.32595573440643866,0.07466666666666667,0.15866666666666668,0.30966666666666665
12052,protected_plus_error_attribution,0.95,0.94,0.6770755773346621,0.1,0.95,0.553,0.5497301464919044,0.14853499999999736,0.33527131782945735,0.068,0.165,0.326
12053,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5123333333333333,0.5152190051967335,0.06128500000000106,0.34462151394422313,0.058,0.18033333333333335,0.29833333333333334
12053,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.426,0.4251316779533484,-0.08353166666666667,0.712166172106825,0.099,0.20066666666666666,0.0033333333333333335
12053,protected_thirdfactor,0.95,0.9297,0.58,0.1,0.95,0.565,0.5662745098039216,0.18145833333333003,0.3119533527696793,0.075,0.151,0.322
12053,protected_plus_error_attribution,0.95,0.94,0.6677399027654215,0.1,0.95,0.5416666666666666,0.5424528301886793,0.1388266666666653,0.3290258449304175,0.06866666666666667,0.17533333333333334,0.29433333333333334
12054,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5076666666666667,0.5027237354085603,0.06667500000000091,0.3584720861900098,0.053,0.20366666666666666,0.2876666666666667
12054,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.4146666666666667,0.4162203519510329,-0.09419833333333334,0.7171620325982742,0.09066666666666667,0.20733333333333334,0.0026666666666666666
12054,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5643333333333334,0.5628291948833709,0.16149499999999756,0.2980769230769231,0.067,0.14833333333333334,0.325
12054,protected_plus_error_attribution,0.95,0.9378,0.6511065692977778,0.1039,0.95,0.5543333333333333,0.5554693560899923,0.1572949999999971,0.32011605415860733,0.06866666666666667,0.159,0.32133333333333336
12055,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5123333333333333,0.5080583269378358,0.06979833333333471,0.3326612903225806,0.062,0.188,0.2906666666666667
12055,punitive_v254_style,0.1,0.5,0.58,0.8895000000000002,0.1,0.433,0.44586466165413535,-0.058379999999999994,0.702061855670103,0.09666666666666666,0.18166666666666667,0.0003333333333333333
12055,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5603333333333333,0.5631578947368421,0.157483333333329,0.29931972789115646,0.072,0.15766666666666668,0.3243333333333333
12055,protected_plus_error_attribution,0.95,0.94,0.6267740522029216,0.1,0.95,0.542,0.5562310030395137,0.13731333333333084,0.3342749529190207,0.06966666666666667,0.15066666666666667,0.318
12056,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5086666666666667,0.5074074074074074,0.04958333333333473,0.353938185443669,0.05333333333333334,0.206,0.295
12056,punitive_v254_style,0.92513413841056,0.5,0.58,0.8965000000000001,0.95,0.5043333333333333,0.5077160493827161,0.06388000000000098,0.36507936507936506,0.050666666666666665,0.198,0.2856666666666667
12056,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5376666666666666,0.5468986384266263,0.12290999999999781,0.3499005964214712,0.08066666666666666,0.16433333333333333,0.31166666666666665
12056,protected_plus_error_attribution,0.95,0.94,0.6023140952889634,0.1,0.95,0.5356666666666666,0.5374812593703149,0.10876999999999959,0.3346228239845261,0.07133333333333333,0.164,0.311
12057,static_no_update,0.24,0.55,0.58,0.66,0.3,0.48433333333333334,0.48760330578512395,0.014138333333333955,0.3770977295162882,0.06633333333333333,0.205,0.2813333333333333
12057,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.43566666666666665,0.43558282208588955,-0.05574666666666667,0.6816443594646272,0.097,0.19433333333333333,0.013333333333333334
12057,protected_thirdfactor,0.95,0.9319999999999999,0.58,0.10600000000000001,0.95,0.5473333333333333,0.5377574370709383,0.12803833333333098,0.33100697906281157,0.066,0.16166666666666665,0.311
12057,protected_plus_error_attribution,0.95,0.9334,0.6280796331045523,0.1,0.95,0.537,0.5355272999252056,0.10740166666666479,0.3303659742828882,0.073,0.166,0.30566666666666664
12058,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5053333333333333,0.5015037593984962,0.04781666666666805,0.33001988071570576,0.068,0.203,0.292
12058,punitive_v254_style,0.8036974306227229,0.5,0.58,0.9,0.941,0.513,0.5090225563909775,0.06215000000000122,0.3676042677012609,0.05433333333333333,0.20166666666666666,0.29333333333333333
12058,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.555,0.5472597299444003,0.16031166666666277,0.30922930542340626,0.07366666666666667,0.15233333333333332,0.31766666666666665
12058,protected_plus_error_attribution,0.95,0.9312,0.6542041648430263,0.1,0.95,0.555,0.5584024114544084,0.1488516666666643,0.3143712574850299,0.063,0.14666666666666667,0.32566666666666666
12059,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5013333333333333,0.4947526236881559,0.0364366666666681,0.3502487562189055,0.06433333333333334,0.20066666666666666,0.28833333333333333
12059,punitive_v254_style,0.910769526644123,0.5,0.58,0.8965000000000001,0.95,0.505,0.5166279969064191,0.07324833333333443,0.3569377990430622,0.05733333333333333,0.19366666666666665,0.297
12059,protected_thirdfactor,0.95,0.9297,0.58,0.11800000000000002,0.95,0.5506666666666666,0.547040971168437,0.1372899999999969,0.34235171696149846,0.07233333333333333,0.15633333333333332,0.30833333333333335
12059,protected_plus_error_attribution,0.95,0.9338000000000002,0.5584881587340025,0.1039,0.95,0.5433333333333333,0.5588014981273408,0.1350916666666643,0.36065573770491804,0.08,0.15066666666666667,0.32166666666666666
12060,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5106666666666667,0.5169811320754717,0.06854166666666758,0.35271687321258344,0.06,0.18566666666666667,0.3
12060,punitive_v254_style,0.94,0.5,0.58,0.9,0.947,0.49566666666666664,0.4915129151291513,0.02052500000000057,0.365441906653426,0.06433333333333334,0.208,0.2866666666666667
12060,protected_thirdfactor,0.95,0.9279999999999999,0.58,0.10600000000000001,0.95,0.5443333333333333,0.5262368815592204,0.10743666666666558,0.33113828786453436,0.071,0.16033333333333333,0.314
12060,protected_plus_error_attribution,0.95,0.9334,0.6117744404784359,0.1,0.95,0.5386666666666666,0.5486111111111112,0.13354666666666407,0.3399405351833499,0.07366666666666667,0.16033333333333333,0.30866666666666664
12061,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5076666666666667,0.5224550898203593,0.06674666666666805,0.34959349593495936,0.05433333333333333,0.19733333333333333,0.3016666666666667
12061,punitive_v254_style,0.1,0.5,0.58,0.8875000000000004,0.1,0.439,0.4509658246656761,-0.05376,0.6848659003831418,0.08433333333333333,0.18933333333333333,0.0006666666666666666
12061,protected_thirdfactor,0.95,0.9274,0.58,0.1,0.95,0.555,0.5468392993145469,0.14301499999999628,0.3180487804878049,0.066,0.15633333333333332,0.32
12061,protected_plus_error_attribution,0.95,0.9378,0.6671453460226032,0.1,0.95,0.5426666666666666,0.5392749244712991,0.120553333333333,0.3346573982125124,0.07,0.16133333333333333,0.312
12062,static_no_update,0.24,0.55,0.58,0.66,0.3,0.49866666666666665,0.503793626707132,0.047290000000000866,0.38564593301435407,0.06833333333333333,0.204,0.2966666666666667
12062,punitive_v254_style,0.8269582568669545,0.5,0.58,0.8910000000000003,0.95,0.48433333333333334,0.49623493975903615,0.022840000000000592,0.37487636003956476,0.065,0.21133333333333335,0.28833333333333333
12062,protected_thirdfactor,0.95,0.94,0.58,0.10600000000000001,0.95,0.5476666666666666,0.543859649122807,0.13370499999999774,0.3115234375,0.07133333333333333,0.15966666666666668,0.31466666666666665
12062,protected_plus_error_attribution,0.95,0.9356,0.6676269721350833,0.1,0.95,0.5496666666666666,0.5507462686567164,0.1326999999999979,0.35317860746720486,0.06666666666666667,0.16333333333333333,0.31733333333333336
12063,static_no_update,0.24,0.55,0.58,0.66,0.3,0.49766666666666665,0.49412628487518356,0.02244333333333383,0.3336594911937378,0.062,0.20133333333333334,0.28933333333333333
12063,punitive_v254_style,0.9398855844529491,0.5,0.58,0.8965000000000001,0.95,0.49833333333333335,0.4717391304347826,-0.003766666666666301,0.372210953346856,0.057666666666666665,0.19633333333333333,0.284
12063,protected_thirdfactor,0.95,0.9257,0.58,0.10200000000000002,0.95,0.545,0.5463994060876021,0.1219516666666652,0.3313953488372093,0.07766666666666666,0.152,0.32666666666666666
12063,protected_plus_error_attribution,0.95,0.94,0.7063408048310211,0.1,0.95,0.5596666666666666,0.5656639765223771,0.149098333333331,0.3073170731707317,0.06766666666666667,0.173,0.3263333333333333
12064,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5216666666666666,0.5170842824601367,0.0823016666666678,0.3534971644612476,0.06266666666666666,0.185,0.30033333333333334
12064,punitive_v254_style,0.95,0.5,0.58,0.8850000000000017,0.95,0.508,0.5087585681645087,0.06268166666666808,0.3428011753183154,0.05433333333333333,0.20766666666666667,0.2886666666666667
12064,protected_thirdfactor,0.95,0.94,0.58,0.10400000000000004,0.95,0.559,0.5469571750563486,0.14147166666666508,0.3086997193638915,0.064,0.17,0.32266666666666666
12064,protected_plus_error_attribution,0.95,0.9356,0.6461905378288553,0.1,0.95,0.5393333333333333,0.5246636771300448,0.09972333333333322,0.33268858800773693,0.066,0.16933333333333334,0.31333333333333335
12065,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5163333333333333,0.5179252479023646,0.07970500000000134,0.35260115606936415,0.05733333333333333,0.182,0.296
12065,punitive_v254_style,0.9103700738081305,0.5,0.58,0.8965000000000001,0.95,0.505,0.49582384206529995,0.046968333333334625,0.36689930209371885,0.05733333333333333,0.19933333333333333,0.28633333333333333
12065,protected_thirdfactor,0.95,0.94,0.58,0.10600000000000001,0.95,0.5576666666666666,0.5694864048338368,0.16221999999999648,0.32694151486097794,0.06733333333333333,0.169,0.331
12065,protected_plus_error_attribution,0.95,0.929,0.6510304728183371,0.1078,0.95,0.5623333333333334,0.5714285714285714,0.1772249999999966,0.3075335397316821,0.06533333333333333,0.15833333333333333,0.318
12066,static_no_update,0.24,0.55,0.58,0.66,0.3,0.49666666666666665,0.4957397366382649,0.047605000000001195,0.34108527131782945,0.056666666666666664,0.198,0.283
12066,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.4116666666666667,0.4095309009679821,-0.11759499999999999,0.7099009900990099,0.097,0.19666666666666666,0.010333333333333333
12066,protected_thirdfactor,0.95,0.94,0.58,0.10800000000000003,0.95,0.5606666666666666,0.5590433482810164,0.15172333333332982,0.3215686274509804,0.06933333333333333,0.153,0.3243333333333333
12066,protected_plus_error_attribution,0.95,0.9325000000000001,0.619460905182053,0.1,0.95,0.5453333333333333,0.5529157667386609,0.11512833333333203,0.3121902874132805,0.07433333333333333,0.158,0.3263333333333333
12067,static_no_update,0.24,0.55,0.58,0.66,0.3,0.513,0.5031055900621118,0.07130666666666798,0.34011627906976744,0.059666666666666666,0.19533333333333333,0.2843333333333333
12067,punitive_v254_style,0.8942658914234368,0.5,0.58,0.9,0.944,0.508,0.508653122648608,0.05716166666666785,0.3473360655737705,0.058,0.19366666666666665,0.29033333333333333
12067,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5493333333333333,0.5571536714610144,0.1439216666666637,0.3333333333333333,0.07433333333333333,0.15766666666666668,0.319
12067,protected_plus_error_attribution,0.95,0.9391,0.5586101391009344,0.1039,0.95,0.525,0.5398162327718223,0.1090966666666657,0.34795613160518446,0.07666666666666666,0.16233333333333333,0.30266666666666664
12068,static_no_update,0.24,0.55,0.58,0.66,0.3,0.49966666666666665,0.49663425579655945,0.0354016666666673,0.3579373104145602,0.06733333333333333,0.19,0.2813333333333333
12068,punitive_v254_style,0.8960465485074728,0.5,0.58,0.9,0.947,0.502,0.5029895366218237,0.043056666666668,0.3533533533533533,0.06166666666666667,0.19833333333333333,0.29
12068,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5366666666666666,0.5356600910470409,0.11328999999999953,0.3295668549905838,0.074,0.157,0.30933333333333335
12068,protected_plus_error_attribution,0.95,0.9378,0.5961393316527773,0.1,0.95,0.5453333333333333,0.5384615384615384,0.10940833333333233,0.33599202392821537,0.073,0.16233333333333333,0.32166666666666666
12069,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5176666666666667,0.5257494235203689,0.09115500000000043,0.3333333333333333,0.059666666666666666,0.195,0.30433333333333334
12069,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.407,0.40388930441286464,-0.12440333333333335,0.7454545454545455,0.10766666666666666,0.19166666666666668,0.0013333333333333333
12069,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5513333333333333,0.5200892857142857,0.10565333333333267,0.332697807435653,0.07,0.16233333333333333,0.31033333333333335
12069,protected_plus_error_attribution,0.95,0.9378,0.6297047284020051,0.1,0.95,0.551,0.5493273542600897,0.13338999999999662,0.34787018255578095,0.06933333333333333,0.149,0.31933333333333336
12070,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5163333333333333,0.49319213313161875,0.05424333333333469,0.33733733733733734,0.05533333333333333,0.197,0.2906666666666667
12070,punitive_v254_style,0.1,0.5,0.58,0.8990000000000001,0.1,0.414,0.4117647058823529,-0.099625,0.7448979591836735,0.09233333333333334,0.206,0.004666666666666667
12070,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.5426666666666666,0.5568952524491334,0.13518499999999714,0.31341821743388837,0.06966666666666667,0.15966666666666668,0.31966666666666665
12070,protected_plus_error_attribution,0.95,0.94,0.6397270625793625,0.1,0.95,0.5523333333333333,0.5451688923802043,0.1514816666666636,0.3168224299065421,0.06766666666666667,0.16466666666666666,0.31466666666666665
12071,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5123333333333333,0.5015576323987538,0.07068666666666805,0.3436254980079681,0.06666666666666667,0.19066666666666668,0.2846666666666667
12071,punitive_v254_style,0.1,0.5,0.58,0.8965000000000001,0.1,0.452,0.4288990825688073,-0.046163333333333334,0.6890184645286687,0.08666666666666667,0.19433333333333333,0.003
12071,protected_thirdfactor,0.95,0.94,0.58,0.1,0.95,0.5606666666666666,0.5754940711462451,0.1879083333333311,0.32450331125827814,0.072,0.15233333333333332,0.32233333333333336
12071,protected_plus_error_attribution,0.95,0.94,0.6681976407765168,0.1,0.95,0.563,0.5669781931464174,0.17735333333333,0.34046890927624873,0.06933333333333333,0.14566666666666667,0.321
12072,static_no_update,0.24,0.55,0.58,0.66,0.3,0.512,0.5190725504861631,0.06773500000000127,0.3488372093023256,0.06433333333333334,0.195,0.298
12072,punitive_v254_style,0.9329999999999999,0.5,0.58,0.9,0.947,0.5146666666666667,0.5288184438040345,0.06247333333333445,0.3546453546453546,0.056,0.198,0.30433333333333334
12072,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.5786666666666667,0.5910493827160493,0.2102133333333342,0.30612244897959184,0.069,0.147,0.3293333333333333
12072,protected_plus_error_attribution,0.95,0.9378,0.6456203029740448,0.1,0.95,0.559,0.5607843137254902,0.17079166666666293,0.3133265513733469,0.06866666666666667,0.15766666666666668,0.31033333333333335
12073,static_no_update,0.24,0.55,0.58,0.66,0.3,0.504,0.49252615844544095,0.035723333333334585,0.3574257425742574,0.06633333333333333,0.199,0.29333333333333333
12073,punitive_v254_style,0.94,0.5,0.58,0.8840000000000005,0.947,0.49533333333333335,0.4908396946564885,0.03538333333333396,0.363265306122449,0.060333333333333336,0.20266666666666666,0.2866666666666667
12073,protected_thirdfactor,0.95,0.9324000000000003,0.58,0.1,0.95,0.5496666666666666,0.5402558314522197,0.12682833333333246,0.32945736434108525,0.06866666666666667,0.158,0.31966666666666665
12073,protected_plus_error_attribution,0.95,0.94,0.6712460766428278,0.1,0.95,0.5536666666666666,0.5581395348837209,0.1586166666666643,0.32727272727272727,0.061,0.16366666666666665,0.31333333333333335
12074,static_no_update,0.24,0.55,0.58,0.66,0.3,0.5076666666666667,0.5057736720554272,0.06451166666666804,0.3529990167158309,0.059333333333333335,0.192,0.2813333333333333
12074,punitive_v254_style,0.1,0.5,0.58,0.9,0.1,0.44,0.4399701715137957,-0.060794999999999995,0.6955684007707129,0.099,0.18533333333333332,0.0023333333333333335
12074,protected_thirdfactor,0.95,0.9359999999999999,0.58,0.1,0.95,0.5293333333333333,0.532983508245877,0.09843666666666685,0.3631010794896958,0.071,0.169,0.3
