seed,model,phase2_core_accuracy,final_third_factor_volition,final_ethical_reliability,final_integration,final_ideal_alignment,final_H_self,phase2_reward_capture_rate,developmental_transfer_score,long_term_trajectory_value
13036,full_loop,0.618,0.49625584457924715,0.9357621820518651,0.8936970086441907,0.9163273077797712,0.3091703153742712,0.2316,0.7736856813676403,0.13175099999999967
13036,ablate_ethicalsense,0.5648,0.48756371322846087,0.7327754302107253,0.898516223694064,0.9206646013246572,0.30096887765897906,0.2372,0.7604440634211302,0.04372700000000157
13036,ablate_idealgap,0.6056,0.95,0.9388,0.95,0.95,0.1,0.2328,0.8209000000000001,0.1559500000000011
13036,ablate_shadow_validation,0.6,0.5437234458171842,0.9369531338698703,0.8921889783116839,0.9149700804805148,0.3341105402592445,0.2336,0.7637037347435788,0.12529699999999788
13036,ablate_core_constraint,0.6272,0.5004715767073643,0.94,0.9171932338734078,0.9161737811842998,0.29248120125495597,0.216,0.7851699118825131,0.15342099999999972
13037,full_loop,0.608,0.4863974227843253,0.9369536879829458,0.8922813304909232,0.9150531974418309,0.30537364699942454,0.2216,0.7716535184087286,0.09963299999999872
13037,ablate_ethicalsense,0.5648,0.48237586651836134,0.7337722583818749,0.8979486663050761,0.9201537996745685,0.29882900021512065,0.2492,0.7593238331473893,0.065996000000001
13037,ablate_idealgap,0.6148,0.95,0.94,0.95,0.95,0.1,0.2208,0.8248599999999999,0.16668099999999983
13037,ablate_shadow_validation,0.6264,0.5351215586116808,0.9364,0.8926686964909114,0.915401826841819,0.3294258221131116,0.2056,0.7753303226916703,0.16005600000000056
13037,ablate_core_constraint,0.6244,0.5316692536442399,0.94,0.95,0.9153992424107811,0.26857673924020103,0.2096,0.7949232997166651,0.16450499999999946
13038,full_loop,0.6016,0.4835163216715974,0.9368678968337512,0.892660935208369,0.9153948416875323,0.30362941266910326,0.2248,0.7698364855631914,0.1155769999999975
13038,ablate_ethicalsense,0.5492,0.48025245067772854,0.7342360985638714,0.8978256306093028,0.9200430675483723,0.297865720851422,0.244,0.7552560348812403,0.05656799999999846
13038,ablate_idealgap,0.6188,0.95,0.94,0.95,0.95,0.1,0.216,0.82654,0.18120500000000028
13038,ablate_shadow_validation,0.6144,0.5255803935181104,0.94,0.8936949946096092,0.9163254951486487,0.32383420107136734,0.2196,0.7716052425483788,0.08394899999999893
13038,ablate_core_constraint,0.6288,0.5151016942210285,0.9376,0.9371528135374734,0.9159309429074719,0.2838285962805348,0.2104,0.7914390089922824,0.16164600000000012
13039,full_loop,0.5888,0.49148420660513337,0.94,0.8931201013081078,0.9158080911772972,0.3072460222560809,0.236,0.7645291397175338,0.10408199999999611
13039,ablate_ethicalsense,0.5504,0.48784512067624186,0.7331356783827858,0.8992672887047534,0.9213405598342793,0.3005087293743168,0.2532,0.754912288293373,0.07125799999999825
13039,ablate_idealgap,0.5996,0.95,0.9388,0.95,0.95,0.1,0.2288,0.8195,0.16487300000000082
13039,ablate_shadow_validation,0.6076,0.5385514098363929,0.94,0.8929017516075618,0.9156115764468057,0.3309543036321471,0.224,0.7677200988883917,0.10256199999999727
13039,ablate_core_constraint,0.626,0.5106785346022346,0.9388,0.9340128227584448,0.9152181958484278,0.2841290090943609,0.2,0.7907877621496417,0.1383849999999993
13040,full_loop,0.6004,0.4770968709674321,0.9370961884997359,0.8928251332980784,0.9155426199682705,0.30028832884525275,0.2224,0.7702874323248955,0.1672800000000006
13040,ablate_ethicalsense,0.564,0.4773726758943884,0.7351059381627808,0.8980321149396677,0.9202289034457011,0.29626064599546004,0.2484,0.7595845519500398,0.053605000000001485
13040,ablate_idealgap,0.616,0.95,0.9388,0.95,0.95,0.1,0.2152,0.8257800000000001,0.17130800000000102
13040,ablate_shadow_validation,0.6124,0.5322414285572062,0.9376,0.8922190080815954,0.9149971072734355,0.32834550781332794,0.22,0.7696612522626789,0.1252059999999978
13040,ablate_core_constraint,0.614,0.5387246958467671,0.9364,0.95,0.9150589307085946,0.25348747540091826,0.2184,0.7931016113670109,0.14586499999999897
13041,full_loop,0.6288,0.4877442177370649,0.94,0.8931682155921357,0.9158513940329214,0.305337536394824,0.2056,0.7798758611674339,0.11772199999999848
13041,ablate_ethicalsense,0.5468,0.4907914339903062,0.7323157903727331,0.8991538670224332,0.9212384803201905,0.30207262337720686,0.2456,0.7543094999779532,0.004045000000000268
13041,ablate_idealgap,0.594,0.95,0.9388,0.95,0.95,0.1,0.2216,0.8185399999999999,0.13961300000000054
13041,ablate_shadow_validation,0.6124,0.5473043536563753,0.9384363187037004,0.8929243004111664,0.9156318703700497,0.3353127364992543,0.206,0.7703159171998576,0.15883499999999978
13041,ablate_core_constraint,0.6256,0.5032936773715976,0.9390072999617044,0.9381999744696392,0.9152589865382491,0.27708685911008735,0.212,0.791371712661977,0.14315099999999917
13042,full_loop,0.618,0.4859761040807954,0.94,0.8921897185078744,0.9149707466570867,0.3052362772340988,0.214,0.7753951887807317,0.12874099999999936
13042,ablate_ethicalsense,0.5608,0.48704235042156363,0.7327083772023724,0.8981001476961886,0.9202901329265696,0.30104105705383055,0.2424,0.7585364042128055,0.08342899999999671
13042,ablate_idealgap,0.6336,0.95,0.94,0.95,0.95,0.1,0.2024,0.8323400000000001,0.1750140000000009
13042,ablate_shadow_validation,0.6308,0.5346526580034779,0.94,0.8923467092082954,0.915112038287466,0.3294489616351027,0.204,0.7766700071682602,0.16955700000000046
13042,ablate_core_constraint,0.6072,0.5220682186911786,0.94,0.9291663521007243,0.9157568919455712,0.29370102766500955,0.2168,0.7811973392567861,0.12304199999999821
13043,full_loop,0.6068,0.4855087259415111,0.9388,0.8930879111565737,0.9157791200409164,0.3042840340454961,0.2252,0.7714397571347194,0.1097309999999984
13043,ablate_ethicalsense,0.5564,0.4875907917265997,0.7329167592927172,0.8987032019578238,0.9208328817620408,0.3008328342970415,0.2428,0.7574639356875188,0.048920000000001844
13043,ablate_idealgap,0.612,0.95,0.94,0.95,0.95,0.1,0.2156,0.82454,0.1548859999999999
13043,ablate_shadow_validation,0.6288,0.5186939550449772,0.94,0.8934762903858959,0.9161286613473062,0.3205659452137717,0.2052,0.77776253163194,0.11294699999999833
13043,ablate_core_constraint,0.6056,0.5067875343650574,0.94,0.9309514043303972,0.9158665886913093,0.2846326437182112,0.222,0.781942031481175,0.18087100000000111
13044,full_loop,0.6148,0.47815426196584876,0.94,0.8933898171132894,0.9160508354019609,0.30036527729229223,0.2144,0.7756358806793042,0.13432499999999906
13044,ablate_ethicalsense,0.568,0.4882277698182282,0.7322877537389408,0.8979393142023466,0.9201453827821119,0.3017624335472367,0.2516,0.7595998435039117,0.05602800000000134
13044,ablate_idealgap,0.6136,0.95,0.9388,0.95,0.95,0.1,0.2172,0.82486,0.17786500000000066
13044,ablate_shadow_validation,0.6216,0.5302619294889298,0.94,0.8925551532782701,0.9152996379504432,0.32708684212184874,0.2212,0.7726329138249874,0.15752400000000008
13044,ablate_core_constraint,0.6228,0.522106267798365,0.94,0.9271662044999024,0.9160903958053419,0.2953201702992602,0.2084,0.786157814306427,0.16044599999999995
13045,full_loop,0.6308,0.4778399264646026,0.9365389312178191,0.8926208118793799,0.9153587306914415,0.30082331372879817,0.2064,0.7808403479894166,0.1810090000000007
13045,ablate_ethicalsense,0.5596,0.49119512211534877,0.7321134048282698,0.8989305512249324,0.9210374961024386,0.3024531200777284,0.2556,0.7569975162589367,0.09618799999999587
13045,ablate_idealgap,0.6248,0.95,0.94,0.95,0.95,0.1,0.2152,0.82842,0.17894800000000025
13045,ablate_shadow_validation,0.6008,0.5279417138689407,0.9371018388807151,0.8935785174286548,0.9162206656857903,0.32510804299154655,0.2264,0.7666046634584466,0.11569399999999826
13045,ablate_core_constraint,0.6008,0.5092617828495464,0.94,0.9279007664900061,0.9156189430127268,0.2883102782327686,0.2188,0.7795983473162675,0.10602999999999825
13046,full_loop,0.6224,0.479342114533699,0.94,0.8929627266234677,0.9156664539611218,0.3013008759680744,0.21,0.7780340274197628,0.16686699999999988
13046,ablate_ethicalsense,0.5672,0.4843822343211828,0.7339288754409503,0.8991179163797428,0.9212061247417684,0.29889678405679676,0.2548,0.7599705968528713,0.09280899999999923
13046,ablate_idealgap,0.612,0.95,0.9388,0.95,0.95,0.1,0.216,0.8245,0.1599920000000009
13046,ablate_shadow_validation,0.6192,0.5316620092591591,0.94,0.893269370526994,0.9159424334742943,0.32721550820798434,0.2164,0.7726771562427747,0.15926700000000063
13046,ablate_core_constraint,0.6144,0.5082465173861261,0.9388,0.9220448057224795,0.9152827329110808,0.29248741411508006,0.216,0.7820765322550041,0.13406899999999947
13047,full_loop,0.6156,0.4811084783961047,0.9377388107266657,0.8925404844437392,0.9152864359993653,0.3025218516430602,0.2156,0.77507142814213,0.15515000000000057
13047,ablate_ethicalsense,0.5536,0.49316806891583503,0.7316532669517146,0.8989910163885999,0.921091914749741,0.3033912213470374,0.2532,0.7553224987630996,0.05624800000000133
13047,ablate_idealgap,0.5932,0.95,0.9388,0.95,0.95,0.1,0.2288,0.8175799999999999,0.13901699999999934
13047,ablate_shadow_validation,0.6204,0.5318805150216973,0.9376,0.8933072929848186,0.9159765636863375,0.327294423122993,0.2148,0.7732014360500992,0.13232099999999844
13047,ablate_core_constraint,0.6268,0.5105291268578478,0.9394113174202988,0.9358483156219431,0.9154280452044712,0.2825859109313694,0.2116,0.7905187877858011,0.17292000000000085
13048,full_loop,0.6136,0.48658239075127846,0.9376,0.8936629444165632,0.9162966499749069,0.3043608398423885,0.2156,0.774672625400681,0.1306269999999987
13048,ablate_ethicalsense,0.5616,0.48057461256288525,0.7349115462938438,0.8991555077596748,0.9212399569837072,0.2969629000737033,0.2432,0.7597566557868062,0.08366999999999578
13048,ablate_idealgap,0.6036,0.95,0.9388,0.95,0.95,0.1,0.2308,0.8204999999999999,0.1509869999999994
13048,ablate_shadow_validation,0.612,0.5354391811611278,0.94,0.8934581342963605,0.9161123208667247,0.3289530831434764,0.2144,0.7705367446044318,0.12271599999999844
13048,ablate_core_constraint,0.6032,0.5207202304180039,0.9388,0.95,0.915808153390935,0.2749933501558729,0.2208,0.7865830358243527,0.12123699999999817
13049,full_loop,0.6068,0.48021209129107867,0.94,0.8928660485812623,0.9155794437231362,0.30181320678052964,0.2232,0.771916089629957,0.13450699999999866
13049,ablate_ethicalsense,0.5596,0.4824920194893161,0.7343799506836494,0.8990019059733109,0.9211017153759798,0.2980444849660096,0.244,0.7588491372937557,0.08000199999999841
13049,ablate_idealgap,0.6036,0.95,0.9388,0.95,0.95,0.1,0.2276,0.8208199999999999,0.18016800000000074
13049,ablate_shadow_validation,0.5852,0.5430172711271629,0.9392149747284259,0.8922166063168778,0.9149949456851905,0.3337353505100788,0.2416,0.7585317551081614,0.07461699999999943
13049,ablate_core_constraint,0.6252,0.5163028714598952,0.9364,0.9457331335704263,0.9159135150718299,0.27756492887360606,0.2196,0.7920902661510019,0.1493939999999998
13050,full_loop,0.6224,0.47971196531447574,0.9365393914624773,0.8929276416515712,0.9156348774864143,0.3015138693359809,0.1992,0.7790671673015207,0.14605500000000046
13050,ablate_ethicalsense,0.5688,0.48041687858152704,0.7348998390591557,0.8990765230632022,0.9211688707568807,0.2969472208402024,0.2456,0.7616454391758303,0.09358499999999734
13050,ablate_idealgap,0.5948,0.95,0.94,0.95,0.95,0.1,0.2312,0.81782,0.15777000000000063
13050,ablate_shadow_validation,0.614,0.5378318430608194,0.94,0.8924945956271861,0.9152451360644661,0.3309202450286606,0.2124,0.7706321663872546,0.11232499999999834
13050,ablate_core_constraint,0.5984,0.5136771641916396,0.933581586367006,0.9414038385335858,0.9155783548569771,0.27971551126895133,0.2244,0.7822980297306188,0.10083999999999713
13051,full_loop,0.6168,0.48533986281820196,0.94,0.8931246548221016,0.9158121893398928,0.30417020755141955,0.2136,0.7756324471666807,0.14547099999999918
13051,ablate_ethicalsense,0.5756,0.48093548853511375,0.734489714699943,0.8986550891594387,0.9207895802434947,0.29754367294000655,0.24,0.7639768619517604,0.080102999999999
13051,ablate_idealgap,0.6072,0.95,0.9388,0.95,0.95,0.1,0.2176,0.8229,0.18025000000000127
13051,ablate_shadow_validation,0.6068,0.5357877519554625,0.9388,0.8923973369488641,0.915157603253978,0.3299760064186398,0.2204,0.7677724672404714,0.15081499999999995
13051,ablate_core_constraint,0.618,0.5060551715237047,0.9376,0.9280772200114241,0.915808948965123,0.28656580975271356,0.2208,0.7849028097806585,0.15046399999999893
13052,full_loop,0.612,0.4791301101446402,0.94,0.8928143007633632,0.9155328706870269,0.30131361446162924,0.226,0.773249035655185,0.10537599999999853
13052,ablate_ethicalsense,0.5532,0.4921436536738785,0.7313254819074873,0.8978599226449762,0.9200739303804781,0.3037838887209586,0.2532,0.7546628838159709,0.055286000000001195
13052,ablate_idealgap,0.602,0.95,0.94,0.95,0.95,0.1,0.2284,0.82026,0.16403900000000016
13052,ablate_shadow_validation,0.6012,0.522832061061944,0.9393614752833533,0.893579213892199,0.9162212925029796,0.3225526594172124,0.2268,0.7670682669916029,0.1504090000000004
13052,ablate_core_constraint,0.6008,0.5234156556025943,0.94,0.9465793941104982,0.9151684660148118,0.2804443125128976,0.224,0.783881348448868,0.12233099999999779
13053,full_loop,0.5932,0.48747881616512284,0.9388,0.8936756086408895,0.9163080477768006,0.3047989211698499,0.2348,0.7665722954969005,0.13741299999999995
13053,ablate_ethicalsense,0.58,0.48813308585082016,0.7328757468257694,0.8989334900509813,0.9210401410458822,0.3009197508846255,0.2368,0.7652287706389729,0.0878099999999983
13053,ablate_idealgap,0.6032,0.95,0.94,0.95,0.95,0.1,0.218,0.8216600000000001,0.15263400000000055
13053,ablate_shadow_validation,0.6168,0.5274354832039271,0.94,0.8926431769138197,0.9153788592224369,0.32560320007090804,0.2156,0.7720128701777369,0.13687199999999838
13053,ablate_core_constraint,0.6076,0.5094229676811299,0.94,0.9379457518385101,0.9153502914800222,0.2803548823697568,0.2228,0.7843734908822441,0.14226099999999867
13054,full_loop,0.632,0.4844272741424097,0.94,0.8934734282398193,0.9161260854158372,0.303434894479349,0.2088,0.7809309728300208,0.15421399999999974
13054,ablate_ethicalsense,0.5644,0.48639749839912105,0.7335243963849098,0.8993140847645028,0.9213826762880525,0.2997474813879585,0.2468,0.7598863638167199,0.09009099999999594
13054,ablate_idealgap,0.6028,0.95,0.94,0.95,0.95,0.1,0.2192,0.82142,0.15813799999999956
13054,ablate_shadow_validation,0.6128,0.5285040512011225,0.94,0.8933458354240985,0.9160112518816887,0.32557535726128356,0.2128,0.7713956764660495,0.12553099999999917
13054,ablate_core_constraint,0.5972,0.525470207993582,0.94,0.9471003494360442,0.9160427854187441,0.28105482444795526,0.2264,0.7827925425747015,0.14909499999999964
13055,full_loop,0.6064,0.48402510184119646,0.94,0.8934454509853859,0.9161009058868472,0.303256190132289,0.2164,0.7725058881489456,0.156236
13055,ablate_ethicalsense,0.5384,0.4843784322394637,0.7338771227951926,0.8990132251541618,0.9211119026387461,0.2989786359964024,0.2532,0.7514338252910585,0.039031000000002106
13055,ablate_idealgap,0.604,0.95,0.94,0.95,0.95,0.1,0.2236,0.8213400000000001,0.15576200000000057
13055,ablate_shadow_validation,0.6064,0.5248994946373113,0.9388,0.8922735153858755,0.9150461638472881,0.3246309350099559,0.2128,0.7691616037875038,0.11476399999999792
13055,ablate_core_constraint,0.6208,0.5241444374953232,0.9391750000000002,0.95,0.9149519050070143,0.26169663962198353,0.2132,0.794403480308456,0.14770700000000014
13056,full_loop,0.6088,0.4814410473551407,0.94,0.8922294377970793,0.9150064940173719,0.30293697343990655,0.2232,0.7720769650477728,0.15824600000000014
13056,ablate_ethicalsense,0.5488,0.48547952615242174,0.7334521003052566,0.8987292716007722,0.9208563444406945,0.2997563457955935,0.2628,0.753356488560989,0.06133700000000136
13056,ablate_idealgap,0.6116,0.95,0.94,0.95,0.95,0.1,0.218,0.8241800000000001,0.16601799999999953
13056,ablate_shadow_validation,0.6064,0.5290231246176863,0.94,0.8928031165099504,0.9155228048589551,0.3262690691008836,0.218,0.7686209641515963,0.14154699999999923
13056,ablate_core_constraint,0.6196,0.5125796146197122,0.94,0.9276683812607479,0.9153070664912168,0.2901551023012589,0.2116,0.785557177529765,0.140593
13057,full_loop,0.612,0.4857263404409756,0.94,0.8922471664871033,0.915022449838393,0.30506543703080546,0.2136,0.7736852302023981,0.14798599999999879
13057,ablate_ethicalsense,0.5588,0.4853206564369969,0.733179663582628,0.898147976178181,0.9203331785603629,0.30014194727595395,0.2392,0.7584115977843339,0.052441000000001826
13057,ablate_idealgap,0.6356,0.95,0.94,0.95,0.95,0.1,0.2024,0.83294,0.18030000000000143
13057,ablate_shadow_validation,0.6228,0.5378479446568222,0.94,0.8926118217808616,0.9153506396027759,0.3308345149037215,0.214,0.773174847021308,0.15271599999999916
13057,ablate_core_constraint,0.6192,0.5129617262055558,0.9356102325993416,0.9367441997804906,0.9162357132947654,0.28308550327838583,0.1944,0.7902649427880315,0.13029999999999856
13058,full_loop,0.6208,0.47423122708921817,0.937739110071874,0.8927400479159955,0.9154660431243957,0.2989235752118119,0.2104,0.7777759840825262,0.13711599999999932
13058,ablate_ethicalsense,0.5632,0.49423822979733734,0.7315217465648124,0.899334191547421,0.921400772392679,0.3036517616607317,0.242,0.7594292671585442,0.06232300000000123
13058,ablate_idealgap,0.6308,0.95,0.94,0.95,0.95,0.1,0.214,0.8303400000000001,0.19332400000000174
13058,ablate_shadow_validation,0.6108,0.5408941119353453,0.9388,0.8930912937213779,0.9157821643492399,0.33197402099057005,0.2064,0.7703676966830001,0.16374400000000047
13058,ablate_core_constraint,0.6256,0.5202002689087523,0.94,0.9260087517656378,0.9154307547147394,0.2952931330418656,0.208,0.7866454690755327,0.13997399999999943
13059,full_loop,0.606,0.49053373915164344,0.9388,0.8936221451321743,0.9162599306189573,0.30636915347008237,0.2204,0.7715940386606619,0.12626899999999916
13059,ablate_ethicalsense,0.5628,0.47891927850557153,0.7351520879876795,0.8989028066759881,0.9210125260083889,0.2963373939119956,0.2468,0.7597430837504955,0.08443599999999729
13059,ablate_idealgap,0.6092,0.95,0.9388,0.95,0.95,0.1,0.22,0.8232600000000001,0.14235499999999865
13059,ablate_shadow_validation,0.6204,0.5212557874432401,0.94,0.89336015025422,0.9160241352287979,0.3219397735182442,0.2064,0.7748670978303068,0.14425200000000069
13059,ablate_core_constraint,0.6144,0.5287235343318722,0.94,0.95,0.9156832835132871,0.276096181503333,0.2204,0.7897863936528219,0.13016199999999806
13060,full_loop,0.6008,0.4806952651764673,0.94,0.8923927108564721,0.915153439770826,0.30243346390305575,0.2216,0.7699818825285426,0.13045999999999922
13060,ablate_ethicalsense,0.566,0.49896291165682805,0.7302818037284137,0.899159214516436,0.9212432930647926,0.3061540842152651,0.2444,0.7595795535371956,0.08172599999999818
13060,ablate_idealgap,0.63,0.95,0.9388,0.95,0.95,0.1,0.2044,0.83106,0.2009350000000009
13060,ablate_shadow_validation,0.612,0.5276809560336082,0.94,0.8921672495068289,0.9149505245561464,0.32610667841134006,0.2172,0.7701350792787013,0.1389959999999999
13060,ablate_core_constraint,0.6136,0.5411168673850225,0.9388,0.95,0.9163097749177985,0.2722532333381192,0.2152,0.7907994587287317,0.11144699999999852
13061,full_loop,0.6232,0.48454771590936924,0.94,0.8932325104943571,0.9159092594449224,0.3036878495591983,0.212,0.7778306395262223,0.12999999999999978
13061,ablate_ethicalsense,0.5456,0.48207139760253503,0.7340787212219565,0.8984156788738037,0.9205741109864239,0.2983031557022243,0.262,0.7525611901660332,0.06972399999999601
13061,ablate_idealgap,0.6132,0.95,0.9376,0.95,0.95,0.1,0.2224,0.82422,0.17800500000000044
13061,ablate_shadow_validation,0.624,0.5364387247022278,0.9392161446941032,0.8924765986895757,0.9152289388206185,0.33023808339945315,0.216,0.7733668419331519,0.16195299999999951
13061,ablate_core_constraint,0.6272,0.5187089153997559,0.94,0.9426576745056842,0.9155828048923603,0.2812283180953313,0.204,0.7930029884099272,0.19025400000000162
13062,full_loop,0.6312,0.4894952766763266,0.9377383276056943,0.8922184037961738,0.9149965634165561,0.3069729153012248,0.21,0.77950688431819,0.11391099999999876
13062,ablate_ethicalsense,0.5344,0.48668740412146927,0.7331405686995177,0.8987320443935758,0.9208588399542175,0.3003580665458738,0.2664,0.7485874088853884,0.009303000000000802
13062,ablate_idealgap,0.6076,0.95,0.939025,0.95,0.95,0.1,0.206,0.82418,0.16013700000000053
13062,ablate_shadow_validation,0.6296,0.525498325067179,0.9388,0.8934884329980429,0.9161395896982382,0.32395841613515436,0.2,0.778018821603895,0.15644199999999975
13062,ablate_core_constraint,0.604,0.523127727924008,0.9377992694814565,0.9328463209710094,0.9151405999834521,0.29128680718519673,0.2224,0.7806213931122855,0.11837899999999789
13063,full_loop,0.6128,0.47820452421876647,0.934,0.892118853214302,0.9149069678928713,0.3014071795379411,0.2136,0.7744194356853872,0.16052799999999987
13063,ablate_ethicalsense,0.566,0.4902708836781868,0.732436665561057,0.8991090133450775,0.9211981120105701,0.30184823116303194,0.244,0.7602440959972032,0.07657999999999694
13063,ablate_idealgap,0.6124,0.95,0.9388,0.95,0.95,0.1,0.2192,0.8243000000000001,0.16368799999999922
13063,ablate_shadow_validation,0.6128,0.5358762758077179,0.94,0.8936347190712692,0.9162712471641432,0.3290303626468428,0.2184,0.7704402012082633,0.11328699999999717
13063,ablate_core_constraint,0.618,0.5083417954753016,0.9379505325728826,0.9292110477402358,0.9161436713668548,0.2868020595454623,0.2072,0.7865378184579415,0.16464500000000057
13064,full_loop,0.612,0.4802529038984063,0.94,0.8921533551434752,0.9149380196291274,0.30240376783442285,0.2212,0.7732846107608133,0.12075799999999902
13064,ablate_ethicalsense,0.5712,0.48587126596447483,0.7333661121811689,0.8987705258889059,0.9208934733000147,0.29991921227111257,0.2468,0.7616695916621179,0.0630340000000002
13064,ablate_idealgap,0.5964,0.95,0.94,0.95,0.95,0.1,0.238,0.81762,0.14278799999999822
13064,ablate_shadow_validation,0.6256,0.5347957351111967,0.94,0.8924258411676289,0.9151832570508653,0.32945719462149586,0.1996,0.7755824033030176,0.14258499999999893
13064,ablate_core_constraint,0.5892,0.5046589969707416,0.94,0.9217223063490237,0.9151377244043595,0.2909516534061519,0.2268,0.7735661443599717,0.12005799999999836
13065,full_loop,0.6088,0.48764152155507273,0.9377388718205992,0.8925812137327934,0.9153230923595127,0.3057557897913026,0.2212,0.7720036473677414,0.13831999999999836
13065,ablate_ethicalsense,0.544,0.48249157156325195,0.7339849787412469,0.8983403552330539,0.9205063197097484,0.29857350159518325,0.258,0.7524086257347704,0.05214400000000281
13065,ablate_idealgap,0.6084,0.95,0.94,0.95,0.95,0.1,0.22,0.8230200000000001,0.15105899999999978
13065,ablate_shadow_validation,0.6248,0.5175874089317851,0.94,0.8928207628055748,0.915538686525017,0.320537094221432,0.2056,0.7762482600591545,0.13979999999999962
13065,ablate_core_constraint,0.6132,0.5359946425388302,0.937825,0.95,0.9153543937392664,0.2821368771677403,0.2128,0.7891980668596555,0.1563079999999999
13066,full_loop,0.62,0.4838551645398287,0.9376,0.8927106764442033,0.915439608799783,0.3037590411145519,0.2272,0.7751181813216036,0.15495300000000034
13066,ablate_ethicalsense,0.5636,0.48608753844124913,0.7334825232318448,0.8991749548678467,0.9212574593810626,0.29970380532634655,0.2408,0.7601937850198831,0.06824599999999884
13066,ablate_idealgap,0.6228,0.95,0.94,0.95,0.95,0.1,0.2112,0.82822,0.17509100000000047
13066,ablate_shadow_validation,0.614,0.5185921048980056,0.9388,0.8923637141752634,0.9151273427577383,0.321405081108792,0.2128,0.7719638163581685,0.14998599999999826
13066,ablate_core_constraint,0.6172,0.5237763598106199,0.94,0.95,0.9151096477413376,0.2740244584247685,0.2156,0.7912737431716192,0.10513799999999841
13067,full_loop,0.6004,0.476697912359627,0.9365401226437674,0.8934150958449386,0.9160735862604448,0.29961687950386245,0.2232,0.7705588838085196,0.03639100000000143
13067,ablate_ethicalsense,0.568,0.48367939857942016,0.7335798755317298,0.8981517704072901,0.9203365933665617,0.2993182829638781,0.2396,0.7612567599785166,0.09778499999999749
13067,ablate_idealgap,0.6204,0.95,0.94,0.95,0.95,0.1,0.2044,0.82818,0.1703769999999997
13067,ablate_shadow_validation,0.6112,0.5225204225709066,0.9345620452895139,0.8936742149189961,0.9163067934270963,0.3223208393502557,0.2164,0.771183415438035,0.16657500000000042
13067,ablate_core_constraint,0.6252,0.5198254842153743,0.94,0.9496139389050613,0.9159976084536939,0.27622159098363797,0.202,0.79484895124689,0.14483700000000052
13068,full_loop,0.6036,0.48061555263198064,0.9388,0.8927664202164668,0.9154897781948194,0.3020946401428168,0.2308,0.7701115325705757,0.13935399999999934
13068,ablate_ethicalsense,0.5456,0.4866777296919954,0.7331818184989827,0.8988155965734974,0.9209340369161475,0.30028638758720055,0.2644,0.7521936704056562,0.0489300000000014
13068,ablate_idealgap,0.6184,0.95,0.94,0.95,0.95,0.1,0.2076,0.8272599999999999,0.17067400000000021
13068,ablate_shadow_validation,0.6096,0.5177208573408317,0.94,0.893210731310076,0.9158896581790689,0.32029184362235535,0.2204,0.7704107842634291,0.14998999999999982
13068,ablate_core_constraint,0.5976,0.5173843654099115,0.94,0.9377103954316495,0.9149960584934368,0.28452386635963617,0.2248,0.7804125137557437,0.11109699999999798
13069,full_loop,0.6016,0.48284004994109914,0.94,0.8934444317463639,0.9160999885717285,0.3026644795734585,0.2248,0.7703142115561862,0.12791999999999837
13069,ablate_ethicalsense,0.5528,0.48874169196414263,0.7327409076191667,0.8988552324727912,0.9209697092255119,0.30128666000383836,0.244,0.7562604748003604,0.056663000000001476
13069,ablate_idealgap,0.5996,0.95,0.9388,0.95,0.95,0.1,0.2204,0.8203400000000001,0.14192399999999827
13069,ablate_shadow_validation,0.6068,0.5226365130684223,0.94,0.8921644900593084,0.9149480410533779,0.3235866644867646,0.228,0.7678719086021915,0.14488299999999887
13069,ablate_core_constraint,0.5952,0.5226604443076764,0.9388,0.9496334666792531,0.9150399865055818,0.2776234488104359,0.2196,0.7836431726406806,0.127442999999998
13070,full_loop,0.5856,0.4749466981141491,0.94,0.8927867727812837,0.9155080955031554,0.299243930832048,0.248,0.7634277888072385,0.09387299999999615
13070,ablate_ethicalsense,0.5544,0.48810034484946907,0.7322381029910852,0.8977932727233059,0.9200139454509758,0.3018155542460904,0.2528,0.7553298077704915,0.06372699999999988
13070,ablate_idealgap,0.6068,0.95,0.94,0.95,0.95,0.1,0.22,0.82254,0.16096899999999897
13070,ablate_shadow_validation,0.6016,0.5456350032048669,0.9364,0.8932222465785159,0.9159000219206641,0.3342397043396212,0.2144,0.766523499144926,0.1207159999999989
13070,ablate_core_constraint,0.6124,0.5308535462857934,0.9388,0.9487203239757654,0.9149093761408895,0.2824505139622841,0.2176,0.7880638317360328,0.14401599999999956
13071,full_loop,0.606,0.48443085330386837,0.9388,0.8926836405295965,0.9154152764766368,0.30406851422825637,0.22,0.7715802700908401,0.14483999999999908
13071,ablate_ethicalsense,0.5736,0.4751917699763004,0.7363158276833568,0.8992653206500356,0.9213387885850314,0.2941836284681214,0.2376,0.7643802170060467,0.06367700000000025
13071,ablate_idealgap,0.618,0.95,0.94,0.95,0.95,0.1,0.2084,0.82706,0.1711810000000001
13071,ablate_shadow_validation,0.5884,0.5175429453379069,0.94,0.8926917379758733,0.9154225641782855,0.32061808228825445,0.2348,0.7623412762965078,0.14823799999999956
13071,ablate_core_constraint,0.6276,0.542141651006665,0.937825,0.95,0.9157351432218224,0.26887137090771696,0.2112,0.7957630801692981,0.15432400000000057
13072,full_loop,0.6112,0.4828070118060188,0.9389393292956205,0.8928861970803308,0.9155975773722969,0.3030945482387449,0.2216,0.7732124515233287,0.12418199999999752
